name	x	y	z	material
Fp1	-0.029338731209276728	0.0902953300444008	0.03683328267862884	active
AF7	-0.05580558299282924	0.07680979549268378	0.03683328267862884	active
AF3	-0.038593440966460064	0.08276390123885072	0.06633428366798136	active
F1	-0.02726170342798902	0.0674750837563496	0.10121355778558767	active
F3	-0.05177570734802804	0.0639376737816708	0.08764873486536645	active
F5	-0.06925438011407091	0.060201914168845655	0.0647365441501059	active
F7	-0.07680979549268378	0.055805582992829235	0.03683328267862884	active
FT7	-0.0902953300444008	0.029338731209276717	0.03683328267862884	active
FC5	-0.08434933607004837	0.032378676496407105	0.06950534933098644	active
FC3	-0.0642558242221116	0.03416542777807883	0.10121355778558767	active
FC1	-0.03559740299596508	0.035597402995965075	0.12071330400022691	active
C1	-0.03711945720648101	-2.272911222700206e-18	0.12759669594334827	active
C3	-0.06833728103217185	-4.1844516239241196e-18	0.10614128005897118	active
C5	-0.08869014051723417	-5.4307048350179906e-18	0.07419369007216997	active
T7	-0.0949421285668141	-5.813528692679268e-18	0.03683328267862884	active
TP7	-0.0902953300444008	-0.02933873120927673	0.03683328267862884	active
CP5	-0.08434933607004837	-0.03237867649640712	0.06950534933098644	active
CP3	-0.0642558242221116	-0.03416542777807884	0.10121355778558767	active
CP1	-0.03559740299596508	-0.035597402995965075	0.12071330400022691	active
P1	-0.02726170342798902	-0.0674750837563496	0.10121355778558767	active
P3	-0.05177570734802804	-0.0639376737816708	0.08764873486536645	active
P5	-0.06925438011407091	-0.06020191416884567	0.0647365441501059	active
P7	-0.07680979549268378	-0.05580558299282925	0.03683328267862884	active
P9	-0.06965574817546506	-0.05060786336950719	0.0	active
PO7	-0.05580558299282924	-0.07680979549268378	0.03683328267862884	active
PO3	-0.038593440966460064	-0.08276390123885072	0.06633428366798136	active
O1	-0.029338731209276728	-0.0902953300444008	0.03683328267862884	active
Iz	5.272057919574584e-18	-0.08609923976848176	0.0	active
Oz	5.813528692679268e-18	-0.0949421285668141	0.03683328267862884	active
POz	5.4307048350179906e-18	-0.08869014051723417	0.07419369007216997	active
Pz	4.1844516239241196e-18	-0.06833728103217185	0.10614128005897118	active
CPz	2.272911222700206e-18	-0.03711945720648101	0.12759669594334827	active
Fpz	5.813528692679268e-18	0.0949421285668141	0.03683328267862884	active
Fp2	0.029338731209276728	0.0902953300444008	0.03683328267862884	active
AF8	0.05580558299282924	0.07680979549268378	0.03683328267862884	active
AF4	0.038593440966460064	0.08276390123885072	0.06633428366798136	active
AFz	5.4307048350179906e-18	0.08869014051723417	0.07419369007216997	active
Fz	4.1844516239241196e-18	0.06833728103217185	0.10614128005897118	active
F2	0.02726170342798902	0.0674750837563496	0.10121355778558767	active
F4	0.05177570734802804	0.0639376737816708	0.08764873486536645	active
F6	0.06925438011407091	0.06020191416884567	0.0647365441501059	active
F8	0.07680979549268378	0.05580558299282925	0.03683328267862884	active
FT8	0.0902953300444008	0.02933873120927673	0.03683328267862884	active
FC6	0.08434933607004837	0.03237867649640712	0.06950534933098644	active
FC4	0.0642558242221116	0.03416542777807884	0.10121355778558767	active
FC2	0.03559740299596508	0.035597402995965075	0.12071330400022691	active
FCz	2.272911222700206e-18	0.03711945720648101	0.12759669594334827	active
Cz	0.0	0.0	0.13514873486536644	active
C2	0.03711945720648101	2.272911222700206e-18	0.12759669594334827	active
C4	0.06833728103217185	4.1844516239241196e-18	0.10614128005897118	active
C6	0.08869014051723417	5.4307048350179906e-18	0.07419369007216997	active
T8	0.0949421285668141	5.813528692679268e-18	0.03683328267862884	active
TP8	0.0902953300444008	-0.029338731209276717	0.03683328267862884	active
CP6	0.08434933607004837	-0.032378676496407105	0.06950534933098644	active
CP4	0.0642558242221116	-0.03416542777807883	0.10121355778558767	active
CP2	0.03559740299596508	-0.035597402995965075	0.12071330400022691	active
P2	0.02726170342798902	-0.0674750837563496	0.10121355778558767	active
P4	0.05177570734802804	-0.0639376737816708	0.08764873486536645	active
P6	0.06925438011407091	-0.060201914168845655	0.0647365441501059	active
P8	0.07680979549268378	-0.055805582992829235	0.03683328267862884	active
P10	0.06965574817546506	-0.05060786336950718	0.0	active
PO8	0.05580558299282924	-0.07680979549268378	0.03683328267862884	active
PO4	0.038593440966460064	-0.08276390123885072	0.06633428366798136	active
O2	0.029338731209276728	-0.0902953300444008	0.03683328267862884	active
